CEP;CHAVE;UF;TIPO;TITULO;PREPOSICAO;NOME;BAIRRO1;BAIRRO2;LIMINFPAR;LIMINFIMPA;LIMSUPPAR;LIMSUPIMPA;FLAGS;LADOS
1249060;01000;SP;PC;;;BELISARIO TAVORA;PACAEMBU;;0;0;99999999;99999999;0;17
1250000;01000;SP;R;ALM;;PEREIRA GUIMARAES;PACAEMBU;;0;0;99999999;0;0;15
1250001;01000;SP;R;ALM;;PEREIRA GUIMARAES;PACAEMBU;;0;0;0;99999999;0;240
1250010;01000;SP;R;CAP;;GARCINDO;PACAEMBU;;0;0;99999999;99999999;0;17
1250020;01000;SP;R;;;TEODORO RAMOS;PACAEMBU;;0;0;99999999;99999999;0;17
1250030;01000;SP;R;;;ITAPITANGUI;PACAEMBU;;0;0;99999999;99999999;0;17
1250040;01000;SP;R;;;FERDINANDO LABORIAU;PACAEMBU;;0;0;99999999;99999999;0;17
1250050;01000;SP;R;;;ZEQUINHA DE ABREU;PACAEMBU;;0;0;99999999;99999999;0;17
1250060;01000;SP;R;DEPUTADO;;FABIO ARANHA;PACAEMBU;;0;0;99999999;99999999;0;17
1251000;01000;SP;R;;;CARDOSO DE ALMEIDA;SUMARE;;1690;0;99999999;0;0;2
1251001;01000;SP;R;;;CARDOSO DE ALMEIDA;SUMARE;;0;1691;0;99999999;0;32
1251010;01000;SP;R;;;TACITO DE ALMEIDA;SUMARE;;0;0;99999999;99999999;0;17
1251020;01000;SP;R;DONA;;BALDUINA;SUMARE;;0;0;99999999;99999999;0;17
1251030;01000;SP;R;;;ILHEUS;SUMARE;;0;0;99999999;99999999;0;17
1251040;01000;SP;R;;;SANTAREM;SUMARE;;0;0;99999999;99999999;0;17
1251050;01000;SP;R;;;TEFE;SUMARE;;0;0;99999999;99999999;0;17
1251060;01000;SP;R;;;ATALAIA;SUMARE;;0;0;99999999;99999999;0;17
1251070;01000;SP;R;;;ITOBI;SUMARE;;0;0;99999999;99999999;0;17
1251080;01000;SP;R;;;MACAPA;SUMARE;;0;0;99999999;99999999;0;17
1251090;01000;SP;R;;;MACAE;SUMARE;;0;0;99999999;99999999;0;17
1251100;01000;SP;PC;;;MACAE;SUMARE;;0;0;99999999;99999999;0;17
1251110;01000;SP;R;;;OLAVO FREIRE;SUMARE;;0;0;99999999;99999999;0;17
1251120;01000;SP;PC;;;MARCIA ALIBERTI MAMMANA;SUMARE;;0;0;99999999;99999999;0;17
1251130;01000;SP;PC;;;GREGORIO BARRIOS;SUMARE;;0;0;99999999;99999999;0;17
1251140;01000;SP;R;;;VERISSIMO GLORIA;SUMARE;;0;0;99999999;99999999;0;17
1251150;01000;SP;R;;;ANTONIO ALVES MAGAN;SUMARE;;0;0;99999999;99999999;0;17
1251160;01000;SP;PC;;;ANA MARIA POPPOVIC;SUMARE;;0;0;99999999;99999999;0;17
1251170;01000;SP;R;;;ARTUR DEVIS;SUMARE;;0;0;99999999;99999999;0;17
1251180;01000;SP;PC;;;RICARDO RAMOS;SUMARE;;0;0;99999999;99999999;0;17
1251900;01000;SP;R;;;TACITO DE ALMEIDA;SUMARE;;73;73;73;73;6;34
1252000;01000;SP;PC;IRMAO;;KARMANN;SUMARE;;0;0;99999999;99999999;0;17
1252010;01000;SP;R;;;ANDRE DREYFUS;SUMARE;;0;0;99999999;99999999;0;17
1252020;01000;SP;R;;;BERNARDO DA VEIGA;SUMARE;;0;0;99999999;99999999;0;17
1252030;01000;SP;R;;;PLINIO DE MORAIS;SUMARE;;0;0;99999999;99999999;0;17
1252040;01000;SP;R;;;URBANIZADORA;SUMARE;;0;0;99999999;99999999;0;17
1252050;01000;SP;R;;;VARGEM DO CEDRO;SUMARE;;0;0;99999999;99999999;0;17
1252060;01000;SP;R;;;ZAIRA;SUMARE;;0;0;99999999;99999999;0;17
1252070;01000;SP;R;PROF;;PAULINO LONGO;SUMARE;;0;0;99999999;99999999;0;17
1252080;01000;SP;R;;;JOSE DONATELLI;SUMARE;;0;0;99999999;99999999;0;17
1252090;01000;SP;R;;;MIGUEL CABRERA;SUMARE;;0;0;99999999;99999999;0;17
1252100;01000;SP;R;;;PEDRO COELHO;SUMARE;;0;0;99999999;99999999;0;17
1252110;01000;SP;R;;;PEDRO DA COSTA;SUMARE;;0;0;99999999;99999999;0;17
1252120;01000;SP;AV;;;SUMARE;SUMARE;;1702;1701;99999999;99999999;0;34
1252900;01000;SP;PC;IRMAO;;KARMANN;SUMARE;;111;111;111;111;6;34
1252901;01000;SP;R;;;ANDRE DREYFUS;SUMARE;;109;109;109;109;6;34
1253000;01000;SP;R;;;GRAJAU;SUMARE;;0;0;99999999;0;0;15
1253001;01000;SP;R;;;GRAJAU;SUMARE;;0;0;0;99999999;0;240
1253010;01000;SP;R;;;POMBAL;SUMARE;;0;0;99999999;99999999;0;17
1253020;01000;SP;R;;;VARGINHA;SUMARE;;0;0;99999999;99999999;0;17
1253030;01000;SP;R;;;JOAZEIRO;SUMARE;;0;0;99999999;99999999;0;17
1253040;01000;SP;R;;;MARIA VIDAL;SUMARE;;0;0;99999999;99999999;0;17
1253050;01000;SP;R;SEN;;NEREU RAMOS;SUMARE;;0;0;99999999;99999999;0;17
1253060;01000;SP;PC;;;JOANA HENRIQUE RAMON;SUMARE;;0;0;99999999;99999999;0;17
1253070;01000;SP;PC;;;LOLA BRAH;SUMARE;;0;0;99999999;99999999;0;17
1253080;01000;SP;R;MIN;;EDUARDO LOPES;SUMARE;;0;0;99999999;99999999;0;17
1253090;01000;SP;PC;DR;;SILAS BOTELHO;SUMARE;;0;0;99999999;99999999;0;17
1253100;01000;SP;PC;;;ABELARDO ROCAS;SUMARE;;0;0;99999999;99999999;0;17
1254000;01000;SP;AV;PROF;;ALFONSO BOVERO;SUMARE;;0;0;570;569;0;34
1254010;01000;SP;R;;;ALEGRETE;SUMARE;;0;0;99999999;99999999;0;17
1254020;01000;SP;R;;;CORUMBA;SUMARE;;0;0;99999999;99999999;0;17
1254030;01000;SP;R;;;PETROPOLIS;SUMARE;;0;0;99999999;99999999;0;17
1254040;01000;SP;R;;;POCONE;SUMARE;;0;0;99999999;99999999;0;17
1254050;01000;SP;R;;;PIRACICABA;SUMARE;;0;0;99999999;99999999;0;17
1254060;01000;SP;R;;;VALENCA;SUMARE;;0;0;99999999;99999999;0;17
1254070;01000;SP;PC;;;RUBENS DO AMARAL;SUMARE;;0;0;99999999;99999999;0;17
1254080;01000;SP;PC;DESEM;;EDGARD DE MOURA BITTENCOURT;SUMARE;;0;0;99999999;99999999;0;17
1254090;01000;SP;PC;;;ANNA GAYA SOLERA;SUMARE;;0;0;99999999;99999999;0;17
1254901;01000;SP;AV;PROF;;ALFONSO BOVERO;SUMARE;;546;546;546;546;6;34
1254902;01000;SP;AV;PROF;;ALFONSO BOVERO;SUMARE;;52;52;52;52;6;34
1255000;01000;SP;AV;DR;;ARNALDO;SUMARE;;602;601;99999999;99999999;0;34
1255010;01000;SP;R;;;ANTONINA;SUMARE;;0;0;99999999;99999999;0;17
1255020;01000;SP;R;;;CATALAO;SUMARE;;0;0;99999999;99999999;0;17
1255030;01000;SP;R;;;CAFELANDIA;SUMARE;;0;0;99999999;99999999;0;17
1255040;01000;SP;R;CEL;;FIRMO DA SILVA;SUMARE;;0;0;99999999;99999999;0;17
1255050;01000;SP;R;;;MOCOCA;SUMARE;;0;0;99999999;99999999;0;17
1255060;01000;SP;PC;;;LAURINDO DA SILVA;SUMARE;;0;0;99999999;99999999;0;17
1255070;01000;SP;PC;;;BORBOREMA;SUMARE;;0;0;99999999;99999999;0;17
1255080;01000;SP;PC;SAO;;DOMINGOS SAVIO;SUMARE;;0;0;99999999;99999999;0;17
1255090;01000;SP;VD;DR;;ARNALDO;SUMARE;;0;0;99999999;99999999;0;17
1256000;01000;SP;R;;;VOTUPORANGA;SUMARE;;0;0;99999999;99999999;0;17
1256010;01000;SP;R;;;TREMEMBE;SUMARE;;0;0;99999999;99999999;0;17
1256020;01000;SP;R;;;TABOAO;SUMARE;;0;0;99999999;99999999;0;17
1256030;01000;SP;R;;;DUARTINA;SUMARE;;0;0;99999999;99999999;0;17
1256040;01000;SP;R;;;GUACU;SUMARE;;0;0;99999999;99999999;0;17
1256050;01000;SP;R;;;GUARA;SUMARE;;0;0;99999999;99999999;0;17
1256060;01000;SP;PC;;;REDENCAO DA SERRA;SUMARE;;0;0;99999999;99999999;0;17
1256070;01000;SP;R;;;DESCALVADO;SUMARE;;0;0;99999999;99999999;0;17
1256080;01000;SP;R;FREI;;IGNACIO GAU;SUMARE;;0;0;99999999;99999999;0;17
1256090;01000;SP;PC;;;JOANOPOLIS;SUMARE;;0;0;99999999;99999999;0;17
1256100;01000;SP;PC;;;JOAQUIM DUARTE MACEDO;SUMARE;;0;0;99999999;99999999;0;17
1256110;01000;SP;R;;;JACIPORA;SUMARE;;0;0;99999999;99999999;0;17
1256120;01000;SP;PC;;;LUCELIA;SUMARE;;0;0;99999999;99999999;0;17
1256130;01000;SP;PC;;;MAIRIPORA;SUMARE;;0;0;99999999;99999999;0;17
1256140;01000;SP;R;;;NOVA ALIANCA;SUMARE;;0;0;99999999;99999999;0;17
1256150;01000;SP;R;;;MACAUBAL;SUMARE;;0;0;99999999;99999999;0;17
1257000;01000;SP;R;DR;;PAULO VIEIRA;SUMARE;;0;0;99999999;99999999;0;17
1257010;01000;SP;R;;;JOSE AUGUSTO PENTEADO;SUMARE;;0;0;99999999;99999999;0;17
1257020;01000;SP;R;;;SALTO GRANDE;SUMARE;;0;0;99999999;99999999;0;17
1257030;01000;SP;R;;;HERCULANO;SUMARE;;0;0;99999999;99999999;0;17
1257040;01000;SP;R;;;PARIS;SUMARE;;0;0;99999999;99999999;0;17
1257050;01000;SP;R;;;PARACUE;SUMARE;;0;0;99999999;99999999;0;17
1257060;01000;SP;R;CABO;;EDUARDO ALEGRE;SUMARE;;0;0;99999999;99999999;0;17
1257070;01000;SP;R;;;SOLEDADE;SUMARE;;0;0;99999999;99999999;0;17
1257080;01000;SP;R;;;VALDIR NIEMEYER;SUMARE;;0;0;99999999;99999999;0;17
1257090;01000;SP;R;PADRE;;AGOSTINHO MENDICUTE;SUMARE;;0;0;99999999;99999999;0;17
1257100;01000;SP;R;;;BEATRIZ GALVAO;SUMARE;;0;0;99999999;99999999;0;17
1257110;01000;SP;R;;;ANTONIO NAKAYAMA;SUMARE;;0;0;99999999;99999999;0;17
1257120;01000;SP;R;;;JAIME FERREIRA DA SILVA JR;SUMARE;;0;0;99999999;99999999;0;17
1257130;01000;SP;R;;;ALMIR RIBEIRO;SUMARE;;0;0;99999999;99999999;0;17
1257140;01000;SP;R;;;ERVALIA;SUMARE;;0;0;99999999;99999999;0;17
1257150;01000;SP;PC;;;PEDRO DIAS;SUMARE;;0;0;99999999;99999999;0;17
1257160;01000;SP;PC;;;CIDADE PAZ;SUMARE;;0;0;99999999;99999999;0;17
1257166;01000;SP;R;;;OSWALDO PRESCILIANO DE CARVALHO;SUMARE;;0;0;99999999;99999999;0;17
1257900;01000;SP;R;;;PARACUE;SUMARE;;293;293;293;293;6;34
1258000;01000;SP;R;;;APINAJES;SUMARE;;1312;0;99999999;0;0;2
1258001;01000;SP;R;;;APINAJES;SUMARE;;0;1311;0;99999999;0;32
1258010;01000;SP;R;;;CAYOWAA;SUMARE;;1462;0;99999999;0;0;2
1258011;01000;SP;R;;;CAYOWAA;SUMARE;;0;1461;0;99999999;0;32
1258020;01000;SP;R;;;AIMBERE;SUMARE;;1342;1341;99999999;99999999;0;34
1258030;01000;SP;TV;;;ANTONIO PEDRO DOS SANTOS;SUMARE;;0;0;99999999;99999999;0;17
1258040;01000;SP;TV;PROF;;ERNESTO CHECCHIA;SUMARE;;0;0;99999999;99999999;0;17
1258900;01000;SP;R;;;APINAJES;SUMARE;;1752;1752;1752;1752;6;34
1258901;01000;SP;R;;;CAYOWAA;SUMARE;;1742;1742;1742;1742;6;34
1258902;01000;SP;R;;;CAYOWAA;SUMARE;;1776;1776;1776;1776;6;34
1258903;01000;SP;R;;;CAYOWAA;SUMARE;;2046;2046;2046;2046;6;34
1259000;01000;SP;R;;;HAVAI;SUMARE;;0;0;99999999;99999999;0;17
1259010;01000;SP;R;;;CAPITAL FEDERAL;SUMARE;;0;0;99999999;99999999;0;17
1259020;01000;SP;R;;;BRUXELAS;SUMARE;;0;0;99999999;99999999;0;17
1259030;01000;SP;R;;;SARAMENHA;SUMARE;;0;0;99999999;99999999;0;17
1259040;01000;SP;R;;;ANDRE CASADO;SUMARE;;0;0;99999999;99999999;0;17
1259050;01000;SP;R;;;ALEIXO JORGE;SUMARE;;0;0;99999999;99999999;0;17
1259060;01000;SP;R;IRMAO;;ODILON DINIZ;SUMARE;;0;0;99999999;99999999;0;17
1259070;01000;SP;R;DR;;CARLOS RENE EGG;SUMARE;;0;0;99999999;99999999;0;17
1259080;01000;SP;R;;;AMBUAS;SUMARE;;0;0;99999999;99999999;0;17
1259090;01000;SP;R;;;MORRO AGUDO;SUMARE;;0;0;99999999;99999999;0;17
1259100;01000;SP;R;MONSENHOR;;MARCELO BRANCO;SUMARE;;0;0;99999999;99999999;0;17
1259110;01000;SP;PC;;;HOMERO SILVA;SUMARE;;0;0;99999999;99999999;0;17
1259900;01000;SP;R;;;BRUXELAS;SUMARE;;233;233;233;233;6;34
1262010;01000;SP;AV;;;PAULO VI;SUMARE;;0;0;99999999;99999999;0;17
1262020;01000;SP;PC;;;MYRIAN DE BARROS LIMA;SUMARE;;0;0;99999999;99999999;0;17
1301000;01000;SP;R;;DA;CONSOLACAO;CONSOLACAO;;0;0;0;1099;0;32
1301100;01000;SP;R;;DA;CONSOLACAO;CONSOLACAO;;0;1101;0;2459;0;32
1301901;01000;SP;R;;DA;CONSOLACAO;CONSOLACAO;;37;37;37;37;6;34
1301902;01000;SP;R;;DA;CONSOLACAO;CONSOLACAO;;57;57;57;57;6;34
1301903;01000;SP;R;;DA;CONSOLACAO;CONSOLACAO;;247;247;247;247;6;34
1301904;01000;SP;R;;DA;CONSOLACAO;CONSOLACAO;;293;293;293;293;6;34
1301905;01000;SP;R;;DA;CONSOLACAO;CONSOLACAO;;331;331;331;331;6;34
1301906;01000;SP;R;;DA;CONSOLACAO;CONSOLACAO;;1813;1813;1813;1813;6;34
1301907;01000;SP;R;;DA;CONSOLACAO;CONSOLACAO;;2043;2043;2043;2043;6;34
1301908;01000;SP;R;;DA;CONSOLACAO;CONSOLACAO;;2333;2333;2333;2333;6;34
1301909;01000;SP;R;;DA;CONSOLACAO;CONSOLACAO;;2411;2411;2411;2411;6;34
1301910;01000;SP;R;;DA;CONSOLACAO;CONSOLACAO;;753;753;753;753;6;34
1301911;01000;SP;R;;DA;CONSOLACAO;CONSOLACAO;;65;65;65;65;6;34
1302000;01000;SP;R;;DA;CONSOLACAO;CONSOLACAO;;0;0;1098;0;0;2
1302001;01000;SP;R;;DA;CONSOLACAO;CONSOLACAO;;1100;0;2460;0;0;2
1302010;01000;SP;R;;;MACEIO;CONSOLACAO;;0;0;99999999;99999999;0;17
1302020;01000;SP;R;;;VINICIUS DE MORAES;CONSOLACAO;;0;0;99999999;99999999;0;17
1302030;01000;SP;VD;;;OKUHARA KOEI;CONSOLACAO;;0;0;99999999;99999999;0;17
1302040;01000;SP;PC;;;JOSE MOLINA;CONSOLACAO;;0;0;99999999;99999999;0;17
1302050;01000;SP;R;;;ANTONIO DOS SANTOS ROCHA;CONSOLACAO;;0;0;99999999;99999999;0;17
1302901;01000;SP;R;;DA;CONSOLACAO;CONSOLACAO;;222;222;222;222;6;34
1302902;01000;SP;R;;DA;CONSOLACAO;CONSOLACAO;;328;328;328;328;6;34
1302903;01000;SP;R;;DA;CONSOLACAO;CONSOLACAO;;348;348;348;348;6;34
1302904;01000;SP;R;;DA;CONSOLACAO;CONSOLACAO;;368;368;368;368;6;34
1302906;01000;SP;R;;DA;CONSOLACAO;CONSOLACAO;;1272;1272;1272;1272;6;34
1302907;01000;SP;R;;DA;CONSOLACAO;HIGIENOPOLIS;;860;860;860;860;6;34
1302908;01000;SP;R;;DA;CONSOLACAO;CONSOLACAO;;382;382;382;382;6;34
1303000;01000;SP;R;;;CAIO PRADO;CONSOLACAO;;0;0;99999999;0;0;15
1303001;01000;SP;R;;;CAIO PRADO;CONSOLACAO;;0;0;0;99999999;0;240
1303010;01000;SP;R;;;NESTOR PESTANA;CONSOLACAO;;0;0;99999999;99999999;0;17
1303020;01000;SP;PC;;;FRANKLIN ROOSEVELT;CONSOLACAO;;0;0;99999999;99999999;0;17
1303030;01000;SP;R;;;JOAO GUIMARAES ROSA;CONSOLACAO;;0;0;99999999;99999999;0;17
1303040;01000;SP;R;;;GRAVATAI;CONSOLACAO;;0;0;99999999;99999999;0;17
1303050;01000;SP;R;MARQUES;;DE PARANAGUA;CONSOLACAO;;0;0;99999999;99999999;0;17
1303060;01000;SP;R;VISCONDE;;DE OURO PRETO;CONSOLACAO;;0;0;99999999;99999999;0;17
1303900;01000;SP;R;;;NESTOR PESTANA;CONSOLACAO;;87;87;87;87;6;34
1303901;01000;SP;R;;;GRAVATAI;CONSOLACAO;;23;23;23;23;6;34
1303902;01000;SP;R;;;NESTOR PESTANA;CONSOLACAO;;30;30;30;30;6;34
1303903;01000;SP;PC;;;FRANKLIN ROOSEVELT;CONSOLACAO;;200;200;200;200;6;34
1303904;01000;SP;PC;;;FRANKLIN ROOSEVELT;CONSOLACAO;;208;208;208;208;6;34
1303905;01000;SP;R;MARQUES;;DE PARANAGUA;CONSOLACAO;;348;348;348;348;6;34
1303906;01000;SP;R;DR;;VITO ROLIM DE FREITAS;CONSOLACAO;;51;51;51;51;6;34
1303907;01000;SP;R;;;NESTOR PESTANA;CONSOLACAO;;125;125;125;125;6;34
1303909;01000;SP;PC;;;FRANKLIN ROOSEVELT;CONSOLACAO;;215;215;215;215;6;34
1304000;01000;SP;R;;;AUGUSTA;CONSOLACAO;;0;0;698;0;0;2
1304001;01000;SP;R;;;AUGUSTA;CONSOLACAO;;700;0;1680;0;0;2
1304010;01000;SP;R;;;COSTA;CONSOLACAO;;0;0;99999999;99999999;0;17
1304900;01000;SP;R;;;AUGUSTA;CONSOLACAO;;1118;1118;1118;1118;6;34
1304901;01000;SP;R;;;AUGUSTA;CONSOLACAO;;1600;1600;1600;1600;6;34
1305000;01000;SP;R;;;AUGUSTA;CONSOLACAO;;0;0;0;697;0;32
1305100;01000;SP;R;;;AUGUSTA;CONSOLACAO;;0;699;0;1679;0;32
1305900;01000;SP;R;;;AUGUSTA;CONSOLACAO;;129;129;129;129;6;34
1305901;01000;SP;R;;;AUGUSTA;CONSOLACAO;;257;257;257;257;6;34
1305902;01000;SP;R;;;AUGUSTA;CONSOLACAO;;1371;1371;1371;1371;6;34
1305903;01000;SP;R;;;AUGUSTA;CONSOLACAO;;1611;1611;1611;1611;6;34
1305904;01000;SP;R;;;AUGUSTA;CONSOLACAO;;1029;1029;1029;1029;6;34
1306000;01000;SP;R;;;AVANHANDAVA;BELA VISTA;;0;0;99999999;0;0;15
1306001;01000;SP;R;;;AVANHANDAVA;BELA VISTA;;0;0;0;99999999;0;240
1306010;01000;SP;R;;;PAIM;BELA VISTA;;0;0;99999999;99999999;0;17
1306020;01000;SP;R;;;ARAQUA;BELA VISTA;;0;0;99999999;99999999;0;17
1306030;01000;SP;R;;;ACARAU;BELA VISTA;;0;0;99999999;99999999;0;17
1306040;01000;SP;R;;;MARTINHO PRADO;BELA VISTA;;0;0;99999999;99999999;0;17
1306050;01000;SP;VD;;;MARTINHO PRADO;BELA VISTA;;0;0;99999999;99999999;0;17
1306060;01000;SP;PC;;;CONTOS FLUMINENSES;BELA VISTA;;0;0;99999999;99999999;0;17
1306900;01000;SP;R;;;AVANHANDAVA;BELA VISTA;;55;55;55;55;6;34
1306901;01000;SP;R;;;AVANHANDAVA;BELA VISTA;;126;126;126;126;6;34
1306902;01000;SP;R;;;AVANHANDAVA;BELA VISTA;;837;837;837;837;6;34
1307000;01000;SP;R;FREI;;CANECA;CONSOLACAO;;0;0;878;0;0;2
1307001;01000;SP;R;FREI;;CANECA;CONSOLACAO;;0;0;0;879;0;32
1307002;01000;SP;R;FREI;;CANECA;CONSOLACAO;;880;0;99999999;0;0;2
1307003;01000;SP;R;FREI;;CANECA;CONSOLACAO;;0;881;0;99999999;0;32
1307010;01000;SP;R;DONA;;ANTONIA DE QUEIROS;CONSOLACAO;;0;0;99999999;99999999;0;17
1307020;01000;SP;R;;;EDUARDO GUIMARAENS;CONSOLACAO;;0;0;99999999;99999999;0;17
1307030;01000;SP;R;;;BARBOSA RODRIGUES;CONSOLACAO;;0;0;99999999;99999999;0;17
1307900;01000;SP;R;FREI;;CANECA;CONSOLACAO;;546;546;546;546;6;34
1307901;01000;SP;R;FREI;;CANECA;CONSOLACAO;;640;640;640;640;6;34
1307903;01000;SP;R;FREI;;CANECA;CONSOLACAO;;812;812;812;812;6;34
1307904;01000;SP;R;FREI;;CANECA;CONSOLACAO;;972;972;972;972;6;34
1307905;01000;SP;R;FREI;;CANECA;CONSOLACAO;;1101;1101;1101;1101;6;34
1307906;01000;SP;R;FREI;;CANECA;CONSOLACAO;;1114;1114;1114;1114;6;34
1307907;01000;SP;R;FREI;;CANECA;CONSOLACAO;;1212;1212;1212;1212;6;34
1307908;01000;SP;R;FREI;;CANECA;CONSOLACAO;;1245;1245;1245;1245;6;34
1307909;01000;SP;R;FREI;;CANECA;CONSOLACAO;;1407;1407;1407;1407;6;34
1307910;01000;SP;R;FREI;;CANECA;CONSOLACAO;;784;784;784;784;6;34
1308000;01000;SP;R;;;BARATA RIBEIRO;BELA VISTA;;0;0;99999999;99999999;0;17
1308010;01000;SP;R;DR;;PENAFORTE MENDES;BELA VISTA;;0;0;99999999;99999999;0;17
1308020;01000;SP;R;;;HERCULANO DE FREITAS;BELA VISTA;;0;0;99999999;99999999;0;17
1308030;01000;SP;R;;;ITARARE;BELA VISTA;;0;0;99999999;99999999;0;17
1308040;01000;SP;R;SAO;;MIGUEL;BELA VISTA;;0;0;99999999;99999999;0;17
1308050;01000;SP;R;DONA;;ADMA JAFET;BELA VISTA;;0;0;99999999;99999999;0;17
1308060;01000;SP;R;CEL;;NICOLAU DOS SANTOS;BELA VISTA;;0;0;99999999;99999999;0;17
1308070;01000;SP;R;ENG;;MONLEVADE;BELA VISTA;;0;0;99999999;99999999;0;17
1308071;01000;SP;PASSARELA;;;GETULIO VARGAS;BELA VISTA;;0;0;99999999;99999999;0;17
1308080;01000;SP;R;;;PLINIO FIGUEIREDO;BELA VISTA;;0;0;99999999;99999999;0;17
1309000;01000;SP;R;;;LUIS COELHO;CONSOLACAO;;0;0;99999999;0;0;15
1309001;01000;SP;R;;;LUIS COELHO;CONSOLACAO;;0;0;0;99999999;0;240
1309010;01000;SP;R;;;ANTONIO CARLOS;CONSOLACAO;;0;0;99999999;0;0;15
1309011;01000;SP;R;;;ANTONIO CARLOS;CONSOLACAO;;0;0;0;99999999;0;240
1309020;01000;SP;R;;;MATIAS AIRES;CONSOLACAO;;0;0;99999999;99999999;0;17
1309030;01000;SP;R;;;FERNANDO DE ALBUQUERQUE;CONSOLACAO;;0;0;99999999;99999999;0;17
1309040;01000;SP;R;DONA;;TERESA;CONSOLACAO;;0;0;99999999;99999999;0;17
1309900;01000;SP;R;;;LUIS COELHO;CONSOLACAO;;26;26;26;26;6;34
1309901;01000;SP;R;;;LUIS COELHO;CONSOLACAO;;223;223;223;223;6;34
1309902;01000;SP;R;;;LUIS COELHO;CONSOLACAO;;308;308;308;308;6;34
1309903;01000;SP;R;;;LUIS COELHO;CONSOLACAO;;340;340;340;340;6;34
1309904;01000;SP;R;;;ANTONIO CARLOS;CONSOLACAO;;196;196;196;196;6;34
1309905;01000;SP;R;;;ANTONIO CARLOS;CONSOLACAO;;434;434;434;434;6;34
1309906;01000;SP;R;;;ANTONIO CARLOS;CONSOLACAO;;582;582;582;582;6;34
1310000;01000;SP;AV;;;PAULISTA;BELA VISTA;;0;0;610;0;0;2
1310100;01000;SP;AV;;;PAULISTA;BELA VISTA;;612;0;1510;0;0;2
1310200;01000;SP;AV;;;PAULISTA;BELA VISTA;;1512;0;2132;0;0;2
1310300;01000;SP;AV;;;PAULISTA;BELA VISTA;;2134;0;99999999;0;0;2
1310900;01000;SP;AV;;;PAULISTA;BELA VISTA;;52;52;52;52;6;34
1310902;01000;SP;AV;;;PAULISTA;BELA VISTA;;326;326;326;326;6;34
1310903;01000;SP;AV;;;PAULISTA;BELA VISTA;;402;402;402;402;6;34
1310904;01000;SP;AV;;;PAULISTA;BELA VISTA;;460;460;460;460;6;34
1310905;01000;SP;AV;;;PAULISTA;BELA VISTA;;352;352;352;352;6;34
1310907;01000;SP;AV;;;PAULISTA;BELA VISTA;;648;648;648;648;6;34
1310908;01000;SP;AV;;;PAULISTA;BELA VISTA;;750;750;750;750;6;34
1310909;01000;SP;AV;;;PAULISTA;BELA VISTA;;688;688;688;688;6;34
1310910;01000;SP;AV;;;PAULISTA;BELA VISTA;;726;726;726;726;6;34
1310911;01000;SP;AV;;;PAULISTA;BELA VISTA;;960;960;960;960;6;34
1310912;01000;SP;AV;;;PAULISTA;BELA VISTA;;1000;1000;1000;1000;6;34
1310913;01000;SP;AV;;;PAULISTA;BELA VISTA;;854;854;854;854;6;34
1310914;01000;SP;AV;;;PAULISTA;BELA VISTA;;1106;1106;1106;1106;6;34
1310915;01000;SP;AV;;;PAULISTA;BELA VISTA;;1294;1294;1294;1294;6;34
1310916;01000;SP;AV;;;PAULISTA;BELA VISTA;;1374;1374;1374;1374;6;34
1310917;01000;SP;AV;;;PAULISTA;BELA VISTA;;1450;1450;1450;1450;6;34
1310918;01000;SP;AV;;;PAULISTA;BELA VISTA;;1708;1708;1708;1708;6;34
1310919;01000;SP;AV;;;PAULISTA;BELA VISTA;;1728;1728;1728;1728;6;34
1310920;01000;SP;AV;;;PAULISTA;BELA VISTA;;1754;1754;1754;1754;6;34
1310921;01000;SP;AV;;;PAULISTA;BELA VISTA;;1776;1776;1776;1776;6;34
1310922;01000;SP;AV;;;PAULISTA;BELA VISTA;;1804;1804;1804;1804;6;34
1310923;01000;SP;AV;;;PAULISTA;BELA VISTA;;1842;1842;1842;1842;6;34
1310924;01000;SP;AV;;;PAULISTA;BELA VISTA;;1912;1912;1912;1912;6;34
1310925;01000;SP;AV;;;PAULISTA;BELA VISTA;;1274;1274;1274;1274;6;34
1310926;01000;SP;AV;;;PAULISTA;BELA VISTA;;2006;2006;2006;2006;6;34
1310927;01000;SP;AV;;;PAULISTA;BELA VISTA;;2028;2028;2028;2028;6;34
1310928;01000;SP;AV;;;PAULISTA;BELA VISTA;;2064;2064;2064;2064;6;34
1310929;01000;SP;AV;;;PAULISTA;BELA VISTA;;2086;2086;2086;2086;6;34
1310930;01000;SP;AV;;;PAULISTA;BELA VISTA;;2100;2100;2100;2100;6;34
1310931;01000;SP;AV;;;PAULISTA;BELA VISTA;;2166;2166;2166;2166;6;34
1310932;01000;SP;AV;;;PAULISTA;BELA VISTA;;2202;2202;2202;2202;6;34
1310933;01000;SP;AV;;;PAULISTA;BELA VISTA;;2444;2444;2444;2444;6;34
1310934;01000;SP;AV;;;PAULISTA;BELA VISTA;;2644;2644;2644;2644;6;34
1310935;01000;SP;AV;;;PAULISTA;BELA VISTA;;352;352;352;352;6;34
1310936;01000;SP;AV;;;PAULISTA;BELA VISTA;;1842;1842;1842;1842;6;34
1310940;01000;SP;AV;;;PAULISTA;BELA VISTA;;900;900;900;900;6;34
1310941;01000;SP;AV;;;PAULISTA;BELA VISTA;;1842;1842;1842;1842;6;34
1310942;01000;SP;AV;;;PAULISTA;BELA VISTA;;1938;1938;1938;1938;6;34
